A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,Label,Sequence_Length
59,0,1,7,12,7,22,2,9,0,1,30,6,3,0,13,14,29,17,15,0,15,8,0,4,0,Envelope,274
67,0,0,11,18,1,21,3,1,0,0,36,2,0,0,14,3,37,12,11,0,15,5,0,4,0,Envelope,261
58,0,0,16,16,6,17,1,6,0,4,25,4,6,0,15,5,34,18,14,0,19,4,0,1,0,Envelope,269
60,0,2,15,19,6,22,3,10,0,16,33,7,2,0,26,14,31,20,14,0,19,4,0,3,0,Envelope,326
59,0,0,10,19,2,22,4,9,0,5,26,6,0,0,11,5,28,19,8,0,19,2,0,4,0,Envelope,258
55,0,0,13,17,2,25,5,8,0,4,22,6,1,0,14,5,32,25,8,0,28,3,0,3,0,Envelope,276
76,0,0,26,23,4,47,5,13,0,8,34,7,7,0,33,24,39,30,22,0,25,2,0,7,0,Envelope,432
58,0,0,16,15,5,17,1,6,0,4,25,4,6,0,16,7,33,18,14,0,19,4,0,1,0,Envelope,269
51,0,0,9,12,7,16,3,6,0,3,32,9,4,0,16,10,31,23,15,0,13,9,0,3,0,Envelope,272
60,0,1,10,22,6,29,5,11,0,8,31,3,4,0,22,13,31,20,15,0,19,3,0,4,0,Envelope,317
42,0,1,14,13,2,19,2,3,0,3,35,4,4,0,12,14,32,16,12,0,26,2,0,3,0,Envelope,259
47,0,0,5,13,10,22,2,5,0,4,28,10,8,0,18,13,28,12,22,0,19,9,0,3,0,Envelope,278
49,0,1,7,13,11,20,2,5,0,0,30,6,4,0,14,13,31,18,14,0,20,8,0,5,0,Envelope,271
63,0,1,12,13,1,23,0,2,0,0,30,4,0,0,11,1,32,15,14,0,22,6,0,1,0,Envelope,251
50,0,0,15,15,4,23,5,5,0,4,30,8,4,0,14,8,38,18,25,0,19,4,0,4,0,Envelope,293
47,0,0,11,14,5,16,3,5,0,4,29,3,3,0,10,13,28,13,11,0,17,3,0,1,0,Envelope,236
49,0,0,11,12,3,16,4,6,0,3,29,4,3,0,10,13,30,13,13,0,19,3,0,2,0,Envelope,243
44,0,0,11,13,1,23,6,8,0,6,31,3,3,0,16,13,26,22,11,0,19,3,0,2,0,Envelope,261
50,0,1,7,13,6,19,0,6,0,2,37,8,5,0,12,7,28,22,15,0,17,7,0,5,0,Envelope,267
49,0,1,7,13,6,19,0,6,0,2,36,8,5,0,12,7,28,23,15,0,18,7,0,5,0,Envelope,267
51,0,1,10,10,8,21,0,8,0,3,33,7,2,0,12,10,28,22,14,0,19,6,0,5,0,Envelope,270
50,0,1,7,13,6,19,0,6,0,2,36,8,5,0,12,7,28,22,15,0,18,7,0,5,0,Envelope,267
70,0,0,16,16,5,18,3,5,0,5,20,6,1,0,15,5,31,21,22,0,19,3,0,8,0,Envelope,289
65,0,0,11,15,6,22,5,7,0,2,25,4,1,0,13,7,32,12,10,0,21,5,0,2,0,Envelope,265
46,0,2,8,16,4,21,2,8,0,6,34,9,7,0,20,10,25,12,15,0,20,5,0,5,0,Envelope,275
44,0,0,7,11,9,20,2,6,0,4,33,7,6,0,14,13,29,17,20,0,18,9,0,3,0,Envelope,272
60,0,2,12,19,9,27,4,6,0,14,33,9,4,0,26,16,31,20,14,0,19,4,0,2,0,Envelope,331
67,0,0,9,15,3,21,3,1,0,0,33,3,2,0,16,1,35,12,13,0,18,4,0,4,0,Envelope,260
70,0,0,10,15,1,20,4,1,0,1,36,2,0,0,16,2,37,11,10,0,17,5,0,3,0,Envelope,261
43,0,0,18,11,1,22,2,9,0,4,30,6,0,0,13,13,36,9,15,0,31,4,0,3,0,Envelope,270
58,0,0,12,21,4,24,2,12,0,6,34,5,2,0,19,9,34,17,14,0,17,3,0,4,0,Envelope,297
66,0,0,11,14,1,20,5,1,0,1,36,1,1,0,14,2,34,11,13,0,20,5,0,3,0,Envelope,259
52,0,0,23,19,5,24,3,4,0,7,26,7,3,0,16,9,36,14,13,0,20,3,0,2,0,Envelope,286
69,0,0,14,25,1,35,9,10,0,7,33,4,4,0,32,17,40,22,17,0,28,1,0,5,0,Envelope,373
61,0,0,16,21,5,25,1,7,0,15,40,4,8,0,29,12,30,21,16,0,23,3,0,4,0,Envelope,341
46,0,1,15,19,6,26,5,7,0,11,26,9,2,0,8,9,28,15,8,0,13,3,0,5,0,Envelope,262
49,0,1,8,12,8,16,2,5,0,5,33,8,2,0,15,11,29,23,20,0,13,9,0,3,0,Envelope,272
70,0,0,12,13,1,20,4,1,0,0,36,2,0,0,16,3,35,11,10,0,18,5,0,4,0,Envelope,261
61,0,0,10,15,1,21,4,1,0,1,34,2,0,0,16,3,31,11,13,0,18,5,0,4,0,Envelope,251
65,0,0,9,17,1,17,5,1,0,1,32,1,3,0,14,2,33,9,12,0,22,5,0,3,0,Envelope,252
52,0,0,16,12,4,25,5,9,0,3,33,5,3,0,17,14,36,13,13,0,24,4,0,3,0,Envelope,291
59,0,0,10,19,5,32,4,3,0,8,28,5,1,0,14,10,29,16,11,0,13,3,0,2,0,Envelope,272
45,0,0,13,14,2,28,2,2,0,4,33,3,1,0,19,13,31,12,17,0,28,2,0,2,0,Envelope,271
57,0,1,8,14,5,17,2,4,0,2,36,9,5,0,17,9,27,18,17,0,19,6,0,5,0,Envelope,278
55,0,1,7,11,12,20,2,9,0,1,28,5,4,0,12,17,28,16,13,0,19,7,0,4,0,Envelope,271
47,0,0,11,14,9,17,3,6,0,4,29,8,4,0,14,9,30,20,16,0,22,8,0,2,0,Envelope,273
52,0,0,6,12,9,22,2,6,0,4,35,6,6,0,14,13,28,16,16,0,16,7,0,4,0,Envelope,274
42,0,0,8,12,8,18,2,6,0,3,28,11,7,0,15,13,28,23,17,0,23,7,0,5,0,Envelope,276
42,0,0,8,12,9,19,3,9,0,3,26,11,5,0,16,13,27,23,18,0,20,7,0,5,0,Envelope,276
46,0,1,7,12,11,19,4,4,0,3,31,10,4,0,13,13,28,21,22,0,12,7,0,2,0,Envelope,270
56,0,0,19,20,6,27,8,10,0,4,25,10,1,0,22,12,44,17,18,0,19,4,0,4,0,Envelope,326
62,0,0,9,16,1,21,5,1,0,1,34,2,2,0,16,4,32,13,12,0,20,5,0,3,0,Envelope,259
62,0,0,12,14,1,19,4,3,0,0,33,2,0,0,18,5,35,9,14,0,21,5,0,4,0,Envelope,261
65,0,0,10,16,1,21,4,1,0,1,35,1,1,0,14,3,34,10,13,0,21,5,0,3,0,Envelope,259
43,0,1,16,12,1,20,5,9,0,4,33,3,2,0,15,13,32,17,16,0,23,3,0,2,0,Envelope,270
67,0,0,22,9,5,20,2,6,0,5,22,5,2,0,16,5,32,21,17,0,23,3,0,7,0,Envelope,289
50,0,0,16,12,4,23,4,9,0,5,34,5,3,0,18,13,35,15,16,0,23,4,0,2,0,Envelope,291
46,0,0,11,16,8,24,5,4,0,4,32,5,2,0,13,12,29,19,12,0,17,4,0,3,0,Envelope,266
67,0,0,17,17,5,17,3,4,0,3,22,5,1,0,17,7,33,19,21,0,22,2,0,7,0,Envelope,289
68,0,0,17,15,5,17,3,4,0,5,21,5,1,0,16,6,32,20,21,0,21,3,0,9,0,Envelope,289
65,0,0,17,15,5,18,4,5,0,5,21,6,1,0,17,6,31,22,18,0,21,3,0,9,0,Envelope,289
43,0,1,13,11,5,18,5,10,0,5,30,10,7,0,15,11,27,18,16,0,17,2,0,2,0,Envelope,266
53,0,3,10,23,6,21,3,9,0,7,40,3,2,0,22,11,35,21,10,0,14,3,0,4,0,Envelope,300
66,0,0,12,16,4,19,4,2,0,0,34,2,0,0,17,2,36,10,12,0,18,5,0,3,0,Envelope,262
67,0,0,12,14,1,20,5,4,0,0,33,3,3,0,17,2,36,11,9,0,15,5,0,4,0,Envelope,261
69,0,0,11,15,1,20,7,0,0,0,32,5,2,0,17,2,35,9,9,0,18,5,0,4,0,Envelope,261
69,0,0,11,15,1,22,3,2,0,0,34,2,0,0,16,4,34,9,11,0,19,5,0,4,0,Envelope,261
69,0,0,11,17,1,20,4,0,0,0,38,2,0,0,15,1,39,14,7,0,15,5,0,3,0,Envelope,261
55,0,0,10,19,4,29,2,1,0,8,24,5,2,0,12,9,27,17,13,0,24,6,0,3,0,Envelope,270
58,0,0,17,16,5,16,1,6,0,4,25,4,5,0,15,5,34,19,15,0,19,4,0,1,0,Envelope,269
51,0,0,13,15,3,19,3,3,0,3,21,6,4,0,12,8,30,20,13,0,26,3,0,3,0,Envelope,256
44,0,2,7,17,3,20,2,6,0,7,36,8,5,0,20,8,27,15,17,0,19,5,0,7,0,Envelope,275
55,0,1,7,11,8,23,2,6,0,1,36,6,3,0,15,11,31,17,12,0,15,7,0,5,0,Envelope,272
45,0,2,8,15,3,20,2,6,0,7,36,8,5,0,20,8,27,15,17,0,19,5,0,7,0,Envelope,275
57,0,1,12,24,6,18,2,6,0,11,40,3,5,0,19,10,34,21,12,0,15,3,0,4,0,Envelope,303
52,0,2,11,23,7,27,2,8,0,7,38,2,5,0,19,9,34,17,12,0,15,3,0,4,0,Envelope,297
56,0,0,12,22,7,27,3,9,0,7,38,3,3,0,21,8,33,22,12,0,14,3,0,5,0,Envelope,305
58,0,0,15,14,2,21,3,9,0,2,29,6,3,0,17,7,33,10,15,0,21,4,0,3,0,Envelope,272
50,0,1,11,11,8,17,1,4,0,3,31,9,3,0,16,7,32,24,16,0,13,9,0,3,0,Envelope,269
62,0,0,13,13,4,15,2,5,0,2,24,8,1,0,14,8,32,14,9,0,23,5,0,2,0,Envelope,256
49,0,1,14,15,5,22,5,9,0,4,34,3,4,0,17,2,28,10,12,0,13,3,0,5,0,Envelope,255
47,0,0,9,14,9,18,3,6,0,4,27,8,7,0,16,10,28,20,16,0,21,9,0,1,0,Envelope,273
46,0,2,8,10,6,22,0,7,0,1,34,6,4,0,14,12,31,17,16,0,19,7,0,4,0,Envelope,266
61,0,0,12,14,2,20,3,4,0,0,28,1,1,0,16,4,36,11,15,0,22,5,0,4,0,Envelope,259
53,0,0,11,16,7,21,5,4,0,3,27,7,2,0,12,13,30,17,13,0,20,4,0,4,0,Envelope,269
50,0,0,10,29,4,27,4,4,0,8,37,4,3,0,20,8,32,21,18,0,25,3,0,5,0,Envelope,312
43,0,1,13,16,3,21,1,9,0,3,32,3,3,0,12,16,34,14,13,0,21,2,0,3,0,Envelope,263
73,0,0,12,14,1,22,3,3,0,0,34,2,0,0,16,4,33,9,10,0,17,5,0,4,0,Envelope,262
53,0,0,8,16,5,20,8,7,0,3,29,6,2,0,25,11,33,11,22,0,28,3,0,3,0,Envelope,293
61,0,2,9,16,1,27,4,6,0,0,30,2,2,0,18,7,30,19,14,0,21,2,0,2,0,Envelope,273
52,0,0,11,14,8,16,3,6,0,3,28,7,4,0,13,10,31,18,18,0,20,8,0,3,0,Envelope,273
36,0,2,6,6,5,13,0,7,0,2,29,6,2,0,12,7,25,15,14,0,16,6,0,2,0,Envelope,211
72,0,0,11,14,1,19,4,1,0,0,36,2,0,0,17,2,36,10,10,0,17,5,0,4,0,Envelope,261
44,0,2,10,14,5,20,2,7,0,7,36,8,6,0,21,10,26,12,16,0,19,5,0,5,0,Envelope,275
44,0,2,10,14,4,21,2,7,0,7,37,8,6,0,21,10,26,11,17,0,18,5,0,5,0,Envelope,275
63,0,0,12,16,5,24,4,5,0,1,25,2,0,0,11,3,39,21,15,0,20,2,0,4,0,Envelope,272
50,0,1,12,22,8,29,2,12,0,7,39,2,3,0,20,12,34,16,13,0,10,3,0,3,0,Envelope,298
69,0,0,15,16,5,18,2,5,0,6,20,6,1,0,17,5,32,24,21,0,19,2,0,9,0,Envelope,292
61,0,0,12,15,4,21,0,5,0,2,24,4,2,0,17,13,32,18,9,0,24,5,0,1,0,Envelope,269
55,0,0,14,11,4,26,5,9,0,4,29,5,6,0,16,12,33,14,14,0,27,3,0,3,0,Envelope,290
56,0,0,14,11,4,27,5,9,0,4,29,5,6,0,16,12,33,13,13,0,27,3,0,3,0,Envelope,290
54,0,1,14,17,3,25,3,3,0,6,29,6,2,0,18,9,36,29,24,0,23,4,0,7,0,Envelope,313
63,0,1,7,11,6,21,1,8,0,1,33,4,3,0,13,15,28,20,14,0,12,8,0,5,0,Envelope,274
61,0,1,6,13,6,20,2,10,0,3,34,4,1,0,13,13,30,19,14,0,12,8,0,4,0,Envelope,274
53,0,0,6,23,2,23,5,2,0,1,29,3,0,0,19,11,37,16,7,0,23,3,0,2,0,Envelope,265
53,0,0,12,16,2,22,3,4,0,2,23,3,1,0,11,6,31,19,16,0,25,3,0,4,0,Envelope,256
68,0,1,16,11,2,30,1,5,0,0,26,5,1,0,18,7,42,21,11,0,33,1,0,3,0,Envelope,302
52,0,0,9,12,10,14,3,3,0,3,30,10,4,0,14,10,32,24,15,0,16,8,0,3,0,Envelope,272
51,0,1,14,22,4,25,1,11,0,6,30,4,3,0,6,4,34,20,9,0,11,3,0,4,0,Envelope,263
52,0,1,17,17,6,25,4,7,0,10,28,7,3,0,7,6,28,14,12,0,13,3,0,5,0,Envelope,265
55,0,1,7,11,6,20,1,7,0,2,35,7,4,0,13,9,29,16,17,0,17,7,0,5,0,Envelope,269
54,0,2,7,11,6,19,1,7,0,2,35,7,3,0,13,9,30,16,18,0,16,7,0,4,0,Envelope,267
51,0,0,8,20,4,18,3,12,0,6,22,6,3,0,10,6,25,30,18,0,13,4,0,4,0,Envelope,263
47,0,0,6,12,9,18,3,6,0,4,32,7,5,0,14,13,28,20,19,0,17,9,0,3,0,Envelope,272
45,0,0,8,12,7,16,3,4,0,4,31,13,8,0,15,12,28,22,19,0,17,7,0,5,0,Envelope,276
43,0,0,7,12,8,19,1,6,0,5,33,8,6,0,14,14,27,17,23,0,17,9,0,3,0,Envelope,272
60,0,1,7,12,6,21,1,9,0,1,33,4,3,0,13,13,30,20,14,0,13,8,0,5,0,Envelope,274
50,0,0,16,12,4,23,4,9,0,5,34,5,4,0,18,13,35,14,16,0,23,4,0,2,0,Envelope,291
47,0,0,10,11,10,15,4,3,0,5,32,13,4,0,16,10,29,17,16,0,20,7,0,5,0,Envelope,274
54,0,0,12,23,9,27,2,7,0,12,34,4,4,0,24,15,34,20,18,0,23,3,0,3,0,Envelope,328
58,0,0,14,14,5,26,3,9,0,8,28,3,3,0,15,11,33,26,17,0,24,4,0,6,0,Envelope,307
67,0,0,25,24,2,29,4,6,0,13,33,8,7,0,25,24,40,44,17,0,22,3,0,8,0,Envelope,401
44,0,2,10,14,5,20,3,9,0,7,36,7,6,0,21,11,24,12,18,0,17,5,0,4,0,Envelope,275
44,0,2,10,14,5,20,2,7,0,7,36,8,6,0,20,10,26,12,16,0,20,5,0,5,0,Envelope,275
44,0,2,10,14,5,20,3,9,0,7,36,7,6,0,22,11,24,11,18,0,17,5,0,4,0,Envelope,275
41,0,2,10,14,5,19,2,7,0,7,38,8,6,0,22,9,26,15,16,0,18,5,0,5,0,Envelope,275
41,0,2,10,14,5,19,2,7,0,7,38,8,6,0,20,10,26,15,17,0,18,5,0,5,0,Envelope,275
52,0,0,9,12,11,13,3,4,0,3,27,15,4,0,18,11,31,21,16,0,16,8,0,4,0,Envelope,278
51,0,0,14,15,5,24,6,7,0,5,27,1,3,0,17,6,27,14,17,0,15,7,0,5,0,Envelope,266
62,0,1,8,15,3,20,5,4,0,6,29,3,2,0,10,9,26,13,15,0,22,2,0,4,0,Envelope,259
46,0,0,7,13,8,20,3,6,0,3,28,11,6,0,16,12,27,20,20,0,18,7,0,5,0,Envelope,276
47,0,0,10,11,9,23,1,8,0,4,33,7,5,0,14,11,27,15,15,0,17,7,0,7,0,Envelope,271
48,0,0,10,11,9,22,1,8,0,4,32,7,5,0,14,11,27,16,15,0,17,7,0,7,0,Envelope,271
61,0,1,7,12,6,22,1,9,0,1,33,4,3,0,13,13,30,19,14,0,12,8,0,5,0,Envelope,274
40,0,2,4,10,6,19,0,5,0,0,28,6,4,0,12,9,21,15,15,0,16,6,0,4,0,Envelope,222
40,0,0,10,23,5,28,8,9,0,2,39,4,2,0,12,12,32,19,11,0,17,2,0,1,0,Envelope,276
59,0,0,11,19,4,28,2,1,0,8,25,5,3,0,10,10,27,15,13,0,22,5,0,3,0,Envelope,270
58,0,0,10,20,3,29,3,2,0,8,26,5,3,0,11,8,27,16,13,0,21,4,0,3,0,Envelope,270
54,0,0,10,21,3,29,3,1,0,8,27,5,4,0,11,8,27,16,15,0,21,4,0,3,0,Envelope,270
54,0,0,13,18,3,28,2,6,0,9,30,6,1,0,15,16,30,17,10,0,16,3,0,4,0,Envelope,281
56,0,0,15,14,5,21,5,8,0,5,23,3,1,0,14,7,29,22,15,0,20,5,0,1,0,Envelope,269
72,0,0,12,15,1,25,3,2,0,0,36,2,0,0,13,4,38,13,9,0,16,5,0,4,0,Envelope,270
70,0,0,12,13,2,20,4,2,0,1,35,2,1,0,19,1,37,9,10,0,15,5,0,3,0,Envelope,261
66,0,0,12,14,1,20,3,3,0,0,31,2,0,0,17,4,37,8,13,0,20,5,0,4,0,Envelope,260
70,0,0,11,14,2,19,4,1,0,0,35,2,0,0,15,1,37,9,11,0,15,6,0,3,0,Envelope,255
70,0,0,11,14,2,19,4,1,0,0,35,2,0,0,14,1,38,10,11,0,15,5,0,3,0,Envelope,255
47,0,0,9,11,2,12,3,0,0,0,25,1,0,0,12,1,26,9,6,0,13,1,0,2,0,Envelope,180
44,0,0,19,14,5,26,5,6,0,7,38,6,1,0,15,16,34,9,14,0,20,2,0,1,0,Envelope,282
54,0,1,11,11,1,23,0,3,0,1,35,10,0,0,16,4,31,15,13,0,16,5,0,0,0,Envelope,250
64,0,0,6,20,3,17,3,4,0,1,30,3,1,0,15,5,32,12,14,0,17,5,0,5,0,Envelope,257
44,0,0,5,16,2,13,3,0,0,0,19,2,1,0,11,4,22,11,11,0,15,1,0,3,0,Envelope,183
55,0,0,13,12,4,27,5,9,0,4,29,5,6,0,15,11,34,13,15,0,27,3,0,3,0,Envelope,290
52,0,0,12,14,3,21,5,4,0,1,27,3,1,0,15,7,34,11,11,0,21,6,0,5,0,Envelope,253
63,0,1,13,21,5,26,3,7,0,10,35,10,4,0,28,15,31,23,17,0,16,4,0,4,0,Envelope,336
51,0,0,11,18,1,21,4,2,0,0,32,3,1,0,13,5,36,14,15,0,24,5,0,3,0,Envelope,259
69,0,0,11,16,1,20,3,3,0,0,34,2,0,0,17,3,36,8,12,0,17,5,0,4,0,Envelope,261
47,0,2,18,14,4,21,4,8,0,4,28,4,2,0,15,10,36,14,14,0,30,4,0,1,0,Envelope,280
69,0,0,10,15,1,20,4,2,0,1,36,2,0,0,14,1,36,9,13,0,18,5,0,3,0,Envelope,259
49,0,1,8,13,10,12,2,5,0,3,30,9,4,0,17,14,31,23,14,0,15,9,0,3,0,Envelope,272
54,0,0,13,12,4,18,4,6,0,2,21,7,2,0,11,13,27,24,15,0,16,3,0,2,0,Envelope,254
51,0,0,12,15,3,19,2,4,0,3,23,7,1,0,12,9,28,23,16,0,22,3,0,3,0,Envelope,256
65,0,1,9,18,7,18,6,1,0,1,28,1,2,0,16,5,31,17,18,0,20,3,0,1,0,Envelope,268
49,0,0,13,18,7,23,5,9,0,4,21,4,3,0,14,8,31,17,14,0,14,6,0,5,0,Envelope,265
50,0,0,12,17,8,22,5,6,0,4,25,3,2,0,17,8,28,18,14,0,14,7,0,4,0,Envelope,264
61,0,0,9,17,3,19,4,2,0,1,30,4,1,0,17,6,32,8,19,0,17,5,0,5,0,Envelope,260
53,0,1,7,10,7,18,3,6,0,7,39,6,6,0,16,13,23,15,19,0,14,6,0,6,0,Envelope,275
63,0,0,16,17,5,17,3,4,0,3,21,5,1,0,16,5,33,25,22,0,22,3,0,8,0,Envelope,289
55,0,0,8,17,3,21,4,5,0,4,26,3,0,0,17,11,28,14,9,0,16,7,0,5,0,Envelope,253
53,0,1,13,22,7,26,2,12,0,16,35,10,1,0,26,18,29,19,18,0,13,3,0,3,0,Envelope,327
53,0,1,13,22,7,26,2,13,0,16,35,10,1,0,26,17,30,20,17,0,12,3,0,3,0,Envelope,327
56,0,1,13,21,8,26,2,11,0,14,36,9,3,0,25,18,30,19,16,0,13,3,0,3,0,Envelope,327
55,0,1,13,21,8,26,2,10,0,15,37,7,2,0,24,19,29,19,16,0,14,3,0,3,0,Envelope,324
54,0,1,14,21,8,26,2,11,0,16,36,9,2,0,26,17,29,21,15,0,14,3,0,3,0,Envelope,328
60,0,2,14,19,6,23,3,9,0,16,34,7,3,0,26,14,31,19,14,0,19,4,0,3,0,Envelope,326
52,0,1,15,18,5,28,4,7,0,10,27,8,1,0,7,9,29,14,10,0,13,3,0,5,0,Envelope,266
61,0,0,10,21,4,28,2,3,0,7,26,5,2,0,11,11,28,13,12,0,18,4,0,4,0,Envelope,270
55,0,1,8,13,5,17,2,4,0,3,36,9,5,0,15,9,27,19,18,0,21,6,0,5,0,Envelope,278
67,0,0,11,15,1,22,3,3,0,0,35,2,0,0,17,3,34,9,12,0,18,5,0,4,0,Envelope,261
70,0,0,10,15,1,20,3,3,0,0,35,2,0,0,18,3,35,9,11,0,17,5,0,4,0,Envelope,261
47,0,1,14,10,3,18,1,12,0,4,25,10,6,0,10,6,33,27,13,0,28,1,0,4,0,Envelope,273
67,0,0,11,16,1,18,5,2,0,1,32,2,2,0,17,3,33,8,10,0,19,5,0,3,0,Envelope,255
67,0,0,11,16,1,22,3,3,0,0,35,3,0,0,17,3,35,9,11,0,16,5,0,4,0,Envelope,261
41,0,1,14,14,2,19,1,8,0,4,32,3,4,0,13,14,32,14,13,0,25,2,0,3,0,Envelope,259
58,0,1,11,16,7,19,2,6,0,8,38,4,3,0,16,13,29,24,15,0,22,3,0,4,0,Envelope,299
64,0,0,12,16,0,20,4,3,0,0,35,2,0,0,12,7,39,10,12,0,16,5,0,3,0,Envelope,260
64,0,0,9,17,1,17,5,1,0,1,32,1,3,0,15,2,33,9,12,0,23,5,0,3,0,Envelope,253
50,0,0,8,10,8,16,2,7,0,6,31,8,5,0,15,13,23,22,12,0,15,7,0,3,0,Envelope,261
58,0,0,10,18,5,28,4,6,0,2,27,2,2,0,12,10,31,14,13,0,13,7,0,5,0,Envelope,267
53,0,1,6,14,12,18,0,7,0,2,28,8,5,0,14,12,31,17,14,0,17,7,0,5,0,Envelope,271
52,0,1,6,14,12,18,0,7,0,2,28,8,5,0,14,12,31,17,14,0,18,7,0,5,0,Envelope,271
69,0,0,10,14,1,22,3,2,0,0,36,2,1,0,14,4,35,10,11,0,18,5,0,4,0,Envelope,261
43,0,0,6,12,0,12,3,1,0,0,25,1,1,0,8,4,22,8,10,0,15,1,0,2,0,Envelope,174
63,0,0,11,14,1,20,4,1,0,1,34,3,1,0,17,2,34,10,13,0,21,5,0,4,0,Envelope,259
53,0,0,10,15,0,20,4,6,0,3,31,1,1,0,18,10,32,10,17,0,23,3,0,1,0,Envelope,258
51,0,1,12,14,3,18,5,4,0,4,33,5,2,0,11,13,29,15,12,0,25,3,0,2,0,Envelope,262
61,0,0,10,16,4,20,3,3,0,2,32,3,2,0,17,8,33,14,9,0,13,5,0,5,0,Envelope,260
58,0,0,8,18,1,21,4,9,0,4,24,7,3,0,12,3,27,25,14,0,17,4,0,4,0,Envelope,263
47,0,0,10,11,9,23,1,8,0,4,32,7,5,0,14,11,27,16,15,0,17,7,0,7,0,Envelope,271
65,0,0,13,14,1,22,3,0,0,0,33,3,0,0,17,3,36,12,12,0,19,5,0,4,0,Envelope,262
62,0,0,11,15,1,20,2,1,0,0,36,2,0,0,20,2,34,11,13,0,20,5,0,5,0,Envelope,260
62,0,0,12,14,1,19,4,3,0,0,33,2,0,0,18,5,35,9,15,0,20,5,0,4,0,Envelope,261
64,0,0,9,17,1,18,5,1,0,1,32,1,3,0,16,2,33,8,12,0,22,5,0,3,0,Envelope,253
62,0,0,12,15,1,18,5,0,0,0,32,2,0,0,20,3,38,12,11,0,21,5,0,4,0,Envelope,261
58,0,0,16,16,5,17,1,6,0,4,25,4,6,0,16,6,33,18,14,0,19,4,0,1,0,Envelope,269
46,0,0,12,23,9,31,2,8,0,9,34,4,3,0,24,14,34,24,19,0,25,3,0,4,0,Envelope,328
64,0,0,16,12,5,18,2,6,0,3,24,5,4,0,15,9,33,15,14,0,19,4,0,1,0,Envelope,269
68,0,0,8,18,2,19,3,2,0,1,30,3,1,0,17,4,33,12,13,0,14,5,0,5,0,Envelope,258
43,0,2,9,16,3,19,2,6,0,7,36,8,5,0,20,8,27,16,17,0,19,5,0,7,0,Envelope,275
68,0,0,9,17,3,21,3,2,0,1,29,3,1,0,14,6,33,10,12,0,16,5,0,5,0,Envelope,258
66,0,0,11,15,1,20,4,0,0,0,37,2,0,0,14,5,35,14,10,0,17,5,0,4,0,Envelope,260
54,0,1,8,10,11,19,2,7,0,2,28,7,4,0,11,17,29,17,13,0,19,6,1,5,0,Envelope,271
63,0,0,9,16,4,21,4,2,0,1,28,3,1,0,14,4,32,15,14,0,19,5,0,5,0,Envelope,260
67,0,0,10,16,1,18,5,2,0,1,31,3,3,0,15,1,34,8,11,0,19,5,0,3,0,Envelope,253
34,0,2,6,6,4,13,0,7,0,2,28,6,1,0,12,6,25,14,12,0,16,6,0,2,0,Envelope,202
53,0,1,9,8,8,18,1,6,0,2,32,9,6,0,15,13,29,19,16,0,20,8,0,3,0,Envelope,276
53,0,0,10,25,8,27,2,5,0,12,36,4,4,0,24,14,34,23,18,0,25,3,0,3,0,Envelope,330
49,0,1,14,11,4,26,2,6,0,4,38,4,3,0,17,10,31,18,15,0,15,3,0,1,0,Envelope,272
59,0,1,11,16,7,18,2,7,0,7,39,5,3,0,17,13,30,24,13,0,19,4,0,4,0,Envelope,299
55,0,0,12,15,5,25,4,3,0,1,28,3,0,0,14,3,35,15,13,0,17,5,0,4,0,Envelope,257
64,0,1,15,22,4,33,4,5,0,6,39,3,2,0,21,12,34,24,17,0,21,3,0,3,0,Envelope,333
57,0,1,11,16,7,19,2,7,0,7,38,5,3,0,17,13,30,24,13,0,21,4,0,4,0,Envelope,299
41,0,0,7,12,9,19,3,8,0,2,28,11,6,0,15,13,27,21,19,0,19,7,0,5,0,Envelope,272
37,0,0,7,12,11,17,4,9,0,5,30,9,6,0,17,13,25,23,18,0,18,7,0,4,0,Envelope,272
49,0,0,20,17,2,22,6,6,0,4,35,3,1,0,13,8,36,11,9,0,25,4,0,2,0,Envelope,273
48,0,0,10,16,3,17,4,7,0,3,21,5,0,0,12,7,27,21,13,0,18,3,0,3,0,Envelope,238
66,0,0,19,14,5,17,3,4,0,4,21,5,1,0,15,6,31,22,24,0,21,3,0,8,0,Envelope,289
51,0,0,13,13,4,15,3,7,0,3,21,9,3,0,16,8,31,24,18,0,18,4,0,2,0,Envelope,263
63,0,0,15,22,4,27,1,8,0,18,38,5,7,0,28,12,28,26,17,0,21,3,0,5,0,Envelope,348
53,0,2,7,13,5,17,1,5,0,2,35,9,4,0,14,8,29,18,15,0,20,6,0,4,0,Envelope,267
68,0,0,10,16,1,21,3,3,0,0,35,2,0,0,17,3,35,9,11,0,18,5,0,4,0,Envelope,261
56,0,1,7,10,7,20,3,6,0,2,33,8,3,0,13,9,27,19,18,0,16,7,0,4,0,Envelope,269
68,0,0,11,14,1,21,3,3,0,1,35,2,0,0,17,3,35,9,11,0,18,5,0,4,0,Envelope,261
46,0,1,10,11,9,16,4,7,0,3,30,8,8,0,18,10,29,19,21,0,14,9,0,3,0,Envelope,276
53,0,0,16,21,8,30,2,3,0,11,38,4,3,0,24,16,35,19,17,0,21,2,0,4,0,Envelope,327
42,0,1,12,15,6,16,8,8,0,9,32,6,6,0,17,13,25,16,14,0,20,4,0,3,0,Envelope,273
54,0,0,13,25,5,28,2,8,0,15,36,3,6,0,21,14,30,27,17,0,17,4,0,4,0,Envelope,329
